id,Order,Title,Content,Author,Date,Languages
906,0,NiBabel,"<a href=""http://nipy.org/nibabel/"">NiBabel</a> is a python package, under the NiPy project, that aims at unifying the process of opening different medical and neuroimaging file formats, including: <a class=""reference external"" href=""http://www.grahamwideman.com/gw/brain/analyze/formatdoc.htm"">ANALYZE</a> (plain, SPM99, SPM2), <a class=""reference external"" href=""http://www.nitrc.org/projects/gifti"">GIFTI</a>, <a class=""reference external"" href=""http://nifti.nimh.nih.gov/nifti-1/"">NIfTI1</a>, <a class=""reference external"" href=""http://en.wikibooks.org/wiki/MINC/Reference/MINC2.0_File_Format_Reference"">MINC</a>, <a class=""reference external"" href=""http://surfer.nmr.mgh.harvard.edu/fswiki/FsTutorial/MghFormat"">MGH</a> and <a class=""reference external"" href=""http://xmedcon.sourceforge.net/Docs/Ecat"">ECAT</a> as well as PAR/REC. The package is also able to read and write <a href=""http://surfer.nmr.mgh.harvard.edu/"">Freesurfer</a> format.

&nbsp;

<img class=""aligncenter"" src=""http://nipy.org/nibabel/_static/nipy-logo-bg-138x120.png"" alt="""" width=""138"" height=""120"" />

http://nipy.org/nibabel/_static/nipy-logo-bg-138x120.png",2,20141206,English
908,3,Nipy,"<a href=""http://nipy.org/"">NiPy</a> is an effort to make brain imaging research easier and more clear. This is implemented by providing a series of software that deal with file IO, analysis, and interfaces &amp; pipelines.

The software present up to now (18/10/2014)

<a href=""http://nipy.org/nipy/stable/index.html"">nipy</a>

<a href=""http://nipy.org/nipype/"">nipype</a>

<a href=""http://nipy.org/nitime/"">nitime</a>

<a title=""NiBabel"" href=""http://openeuroscience.wordpress.com/software/data-analysis-and-visualization/nipy/nibabel/"">NiBabel</a>

<a href=""http://nipy.org/dipy/"">dipy</a>

<a href=""https://github.com/nipy/pbrain"">pbrain</a>

&nbsp;",2,20141017,English
914,0,"Open Syringe pump 2","This is yet <a href=""http://hackaday.io/project/1838-open-syringe-pump"">another design</a> for a syringe pump system. Differently from design 1, it uses an Arduino instead of the Raspberry Pi.

[caption id="""" align=""alignnone"" width=""1200""]<img class="""" src=""https://static.hackaday.io/images/8853521412703289712.jpg"" alt="""" width=""1200"" height=""900"" /> From: https://static.hackaday.io/images/8853521412703289712.jpg[/caption]",2,20141206,English
916,0,"Open syringe pumps","Syringe pumps have a wide range of applications in many different labs. In this section you'll find projects that describe how to build this tool using 3D printed parts, microcontrollers or Raspberry Pi.

<a title=""Open source syringe pump"" href=""http://openeuroscience.wordpress.com/hardware-projects/wetware/open-source-syringe-pump/"">Open syringe pump 1 (Raspberry Pi based)</a>

<a title=""Open Syringe pump 2"" href=""http://openeuroscience.wordpress.com/hardware-projects/wetware/916-2/open-syringe-pump-2/"">Open syringe pump 2 (arduino based)</a>",2,20141206,English
927,5,IPipet,"IPipet is a neat system to help you not to lose track of which wells you have already pipetted in or from. The idea is simple, you place a tablet running a link with your specific pipetting protocol under your source and destination plates. The tablet will illuminate the corresponding wells. After you pipette one sample, you press next on the tablet and the next sample will be illuminated. For more details watch the video (below) and visit the <a href=""http://ipipet.teamerlich.org/usage"">project's homepage.</a> They even have a <a href=""http://www.thingiverse.com/thing:339588"">3D printable adaptor</a> to prevent the well plate from slipping on the tablet surface.

[vimeo 90988265 w=500 h=281]",2,20141210,English
934,0,Boinc,"&nbsp;

<img class=""alignnone"" src=""http://boinc.berkeley.edu/logo/www_logo.gif"" alt="""" width=""164"" height=""73"" />

is a platform for <a href=""http://boinc.berkeley.edu/trac/wiki/VolunteerComputing"">volunteer computing. </a>Briefly, volunteer computer is a system where computer processor's idle time (those periods where your computer is on, but not being used for anything) is turned into c

alculation time via a custom written software. This idea got a lot of attention with the <a href=""http://setiathome.ssl.berkeley.edu/"">seti@home</a> project, where the computers of volunteers were transformed into a sort of supercomputer to analyse radio telescope date.

The Boinc project provides a platform where different projects can be created and launched on the <a href=""http://boinc.berkeley.edu/"">platform's website.</a> Once online, volunteers can decide to which project they want to spare their computer cycles and help crushing numbers. Currently (11/12/14) the platform has about 229,396 active volunteers on 751,864 computers. with a 24-hour average of 8.024 PetaFLOPS. (not bad!)

Projects come from universities as well as private sector and range from medicine and mathematics to games.",2,20141210,English
938,0,"Raspberry pi based","Here are two projects that use raspberry pi's as the basic units of a supercomputer:

A <a href=""http://www.southampton.ac.uk/~sjc/raspberrypi/"">64 node cluster</a>, build using pi’s and lego, built at the University of Southampton.

<figure class=""wp-caption alignnone""><a href=""http://www.southampton.ac.uk/%7Esjc/raspberrypi/pi_pictures_files/raspberry%20pi%20supercomputer%206.jpg""><img src=""http://www.southampton.ac.uk/%7Esjc/raspberrypi/pi_pictures_files/raspberry%20pi%20supercomputer%206.jpg"" alt="""" width=""3265"" height=""1423"" /></a>
<figcaption class=""wp-caption-text"">Supercomputer cluster made with Raspberry Pi’s and legos, image from southampton.ac.uk</figcaption></figure>&nbsp;

A <a href=""http://coen.boisestate.edu/ece/raspberry-pi/"">32 node cluster</a>, build using pi’s and more standard computer pieces, built at the Boise State University+

<figure class=""wp-caption alignnone""><a href=""http://coen.boisestate.edu/ece/files/2013/05/P1010388-225x300.jpg""><img src=""http://coen.boisestate.edu/ece/files/2013/05/P1010388-225x300.jpg"" alt="""" width=""225"" height=""300"" /></a>
<figcaption class=""wp-caption-text"">Beowolf Raspberry Pi cluster. Image from <a href=""http://coen.boisestate.edu/ece/raspberry-pi/"" rel=""nofollow"">http://coen.boisestate.edu/ece/raspberry-pi/</a></figcaption></figure>&nbsp;

<a href=""http://www.linux.com/community/blogs/133-general-linux/748871-building-a-compute-cluster-with-the-beaglebone-black"">BeagleBone Black cluster</a> by Dan Ricart",2,20141210,English
941,0,Parallela,"<a href=""http://www.parallella.org/Introduction/"">Parallela</a>, an open source, open access card sized supercomputer, has the mission of bringing parallel computing to the masses by combining multiple RISC processors and very low power consumption. Produced by the <a href=""http://www.adapteva.com/"">Adapteva company</a>.

<figure class=""wp-caption alignnone""><a href=""http://www.parallella.org/wp-content/uploads/ParallellaTopView31.png""><img src=""http://www.parallella.org/wp-content/uploads/ParallellaTopView31.png"" alt="""" width=""1146"" height=""729"" /></a><figcaption class=""wp-caption-text"">Parallela board. Image from <a href=""http://www.parallella.org/wp-content/uploads/ParallellaTopView31.png"" rel=""nofollow"">http://www.parallella.org/wp-content/uploads/ParallellaTopView31.png</a></figcaption></figure>",2,20141210,English
975,4,"Open prosthetics and robotics","With the rise of low cost 3D printers, and other cheap manufacturing tools, the field of robotics and prosthetics has been gaining quite a few open source projects. Two very nice compilations can be found at <a href=""//openrobothardware.org/"">openrobot hardware </a>and at <a href=""http://softroboticstoolkit.com/"">Soft robotics toolkit</a>. Below are some related to neuroscience:

<a title=""Open Hand Project"" href=""http://openeuroscience.com/hardware-projects/open-prosthetics-and-robotics/open-hand-project/"">The open hand project</a>

<a title=""The Yale open hand project"" href=""http://openeuroscience.com/hardware-projects/open-prosthetics-and-robotics/the-yale-open-hand-project/"">The Yale open hand project</a>

<a title=""Open bionics"" href=""http://openeuroscience.com/hardware-projects/open-prosthetics-and-robotics/open-bionics/"">Openbionics</a>

<a title=""Fingertip laser sensor"" href=""http://openeuroscience.com/hardware-projects/open-prosthetics-and-robotics/fingertip-laser-sensor/"">Fingertip laser sensor</a>

<a title=""Takktile"" href=""http://openeuroscience.com/hardware-projects/open-prosthetics-and-robotics/takktile/"">takktile</a>",2,20150131,English
979,0,"Open Hand Project","<a href=""http://www.openhandproject.org/"">The Open hand project</a> has a very simple goal: To make robotic prosthetic hands accessible to more people, through the reduction of manufacturing costs through 3D printing and other technologies. On their video below they show some nice force and precision grips being executed by the hand.

[caption id=""attachment_980"" align=""aligncenter"" width=""300""]<a href=""http://openeuroscience.com/wp-content/uploads/2015/01/handshake.jpg""><img class=""size-medium wp-image-980"" src=""http://openeuroscience.com/wp-content/uploads/2015/01/handshake.jpg?w=300"" alt=""From http://www.openhandproject.org/images/handshake.jpg"" width=""300"" height=""223"" /></a> From http://www.openhandproject.org/images/handshake.jpg[/caption]

&nbsp;

[youtube https://www.youtube.com/watch?v=6dI-dNE2yQ0?feature=player_detailpage&amp;w=640&amp;h=360]",2,20150131,English
983,1,"The Yale open hand project","<a href=""http://www.eng.yale.edu/grablab/openhand/"">The Yale open hand project</a>, has a similar purpose of the open hand project, that is, to make prosthetic hands more widely available through the lowering of costs. They have a different design from the open hand project. Additionally the project wants to take advantage of the lowered costs to speed up the development cycle and provide, together with input from the user community, several different useful hand designs.

[caption id=""attachment_986"" align=""aligncenter"" width=""300""]<a href=""http://openeuroscience.com/wp-content/uploads/2015/01/model_t.jpg""><img class=""size-medium wp-image-986"" src=""http://openeuroscience.com/wp-content/uploads/2015/01/model_t.jpg?w=300"" alt=""http://www.eng.yale.edu/grablab/openhand/images/model_t.jpg"" width=""300"" height=""225"" /></a> From: http://www.eng.yale.edu/grablab/openhand/images/model_t.jpg[/caption]",2,20150131,English
989,2,"Open bionics","<a href=""http://www.openbionics.org/"">The Open bionics project</a> was inspired by the Yale open hand project, aiming to develop light, affordable, and modular robot hands and myoelectric prosthesis. Also they want to make them easy to replicate using off the shelf materials. On the video below taken from their website you can see the hands in action, either as a prosthesis, or attached to a small drone being operated remotely.

[youtube https://www.youtube.com/watch?v=yEANsfaE1gs?feature=player_embedded&amp;w=640&amp;h=360]",2,20150131,English
994,3,"Fingertip laser sensor","<a href=""http://toychest.ai.uni-bremen.de/wiki/projects:fingertip#fingertip_laser_sensor"">The fingertip laser project</a> makes use of the sensor used in an Avago ADNS-9500 laser mouse, to improve the capabilities of robotic hands, giving them the capability to detect distance, surface type and slippage of grasped objects. Very elegant hack of a mouse sensor!

[caption id=""attachment_996"" align=""aligncenter"" width=""300""]<a href=""http://openeuroscience.com/wp-content/uploads/2015/01/fingertip_on_hand.jpg""><img class=""size-medium wp-image-996"" src=""http://openeuroscience.com/wp-content/uploads/2015/01/fingertip_on_hand.jpg?w=300"" alt=""From: http://toychest.ai.uni-bremen.de/wiki/_media/projects:fingertip_on_hand.jpg?cache=&amp;w=900&amp;h=675&amp;tok=207d12"" width=""300"" height=""225"" /></a> From: http://toychest.ai.uni-bremen.de/wiki/_media/projects:fingertip_on_hand.jpg?cache=&amp;w=900&amp;h=675&amp;tok=207d12[/caption]",2,20150131,English
